ticker,tf,variant,horizon,n,wr,pf,avg_return,max_dd
ME,30m,C,2,3280,66.49,2.8885,0.3721,16.3429
OJ,5m,A,4,4782,66.48,3.3837,0.3676,7.1526
LK,5m,A,8,41880,66.48,2.5645,0.1224,23.9245
BM,30m,C,2,1390,66.47,3.5304,0.334,13.433
MX,30m,C,4,3343,66.47,3.1156,0.1999,6.98
SR,H1,C,4,1631,66.46,2.7247,0.2838,10.2581
CC,5m,C,3,9219,66.45,1.6431,0.127,197.7323
ED,5m,A,8,34043,66.45,2.8894,0.0419,3.7469
Eu,15m,C,3,5711,66.42,2.7744,0.1107,8.8203
LK,15m,C,3,6555,66.42,2.6585,0.1477,20.2833
GAZPF,5m,A,8,20754,66.41,2.8668,0.1607,9.6079
SV,15m,C,4,7032,66.41,2.7908,0.193,8.8366
NR,H1,A,4,1444,66.41,3.1207,0.4883,15.0343
PT,H1,C,4,1703,66.41,2.5116,0.3684,19.9161
PT,5m,A,6,37761,66.36,2.3853,0.1503,83.5202
NG,5m,A,8,37716,66.36,2.2794,0.2608,232.0706
PD,30m,C,3,3495,66.35,2.7707,0.3374,14.1401
IB,5m,A,8,13408,66.34,2.2697,0.193,27.5222
YD,5m,A,8,20499,66.34,2.3722,0.1712,34.2984
SE,H1,C,4,1497,66.33,3.2926,0.7163,13.9968
DX,15m,A,4,10646,66.31,3.2911,0.2537,20.083
AL,15m,C,2,6980,66.3,2.3922,0.2102,23.4305
IB,30m,C,3,1003,66.3,2.7351,0.3427,6.1816
SS,5m,A,6,23399,66.29,2.4713,0.2866,57.4546
BR,H1,C,3,1512,66.27,3.5743,0.4238,6.2468
MG,5m,A,3,28936,66.26,2.1347,0.1475,74.2654
PT,30m,C,3,3465,66.23,2.7985,0.2707,10.2298
GZ,15m,C,4,6366,66.23,2.4357,0.1808,15.9933
SN,5m,A,4,35071,66.23,2.1946,0.1486,55.5022
IB,H1,C,3,521,66.22,3.02,0.5013,8.2582
CC,30m,C,4,1716,66.2,2.2269,0.391,39.1914
CR,5m,A,8,6058,66.19,2.6747,0.0827,3.2394
MN,15m,A,6,1337,66.19,2.6057,0.2033,8.3686
X5,5m,A,4,650,66.15,1.8202,0.1554,37.6045
SS,30m,C,3,3524,66.15,2.9867,0.4897,16.2134
CC,15m,C,4,3522,66.13,2.2778,0.3277,72.2237
UC,15m,A,6,10776,66.11,3.5227,0.0831,7.9364
YD,15m,C,4,4085,66.1,2.9846,0.2644,16.2417
MX,5m,C,3,16036,66.09,1.683,0.043,204.4325
MC,5m,C,3,16178,66.08,1.685,0.043,204.4325
GL,5m,A,8,35267,66.08,1.9827,0.1074,52.1639
LK,30m,C,4,3314,66.08,2.8373,0.2296,12.4435
BM,5m,A,6,12455,66.05,2.4023,0.1832,26.2982
RB,H1,C,4,424,66.04,3.3061,0.1106,1.9477
GK,15m,C,4,7260,66.03,2.7511,0.2502,90.0846
ED,5m,C,3,17726,66.03,2.4015,0.0247,6.7767
OJ,15m,A,6,2683,66.01,2.8425,0.54,18.1805
CE,H1,C,2,944,66.0,2.6647,0.3081,10.8359
RB,30m,C,3,750,66.0,3.2457,0.0618,1.0716
NG,30m,C,4,3639,65.98,2.6568,0.4167,37.4286
NG,15m,C,3,6610,65.98,2.6437,0.3201,57.8753
RM,15m,C,4,6793,65.96,3.4403,0.1955,4.7613
UC,30m,C,4,3905,65.94,3.2208,0.0761,4.0311
W4,30m,A,4,2727,65.9,3.2451,0.5495,28.6246
HS,5m,A,3,30349,65.87,1.6828,0.0989,74.8643
IB,15m,C,3,2225,65.84,2.6235,0.2602,9.5402
NR,30m,A,4,1952,65.83,2.8546,0.4034,21.4088
HY,5m,A,3,16446,65.83,2.0916,0.1628,33.7075
W4,15m,A,2,2643,65.83,3.5262,0.4989,16.6879
RI,5m,C,4,17415,65.82,2.5088,0.0815,64.6357
RL,15m,A,6,1696,65.8,2.9279,0.286,4.7713
AF,15m,C,2,6986,65.79,2.3176,0.2068,20.8239
GK,5m,A,8,31397,65.79,2.712,0.184,47.399
AF,5m,A,6,34580,65.71,2.2328,0.1735,55.7007
RL,H1,C,2,207,65.7,2.9822,0.3909,8.933
SBERF,5m,A,8,20916,65.68,2.6827,0.1025,36.7861
PT,15m,C,2,6660,65.68,2.3567,0.162,17.9712
SR,5m,C,4,18857,65.67,1.5396,0.0452,266.4787
HS,H1,C,2,1698,65.67,2.3842,0.2703,13.7806
SS,15m,C,2,6896,65.66,2.3092,0.3197,47.649
GD,30m,C,4,3228,65.64,2.5488,0.1226,6.4901
KC,5m,A,6,3213,65.64,2.8349,0.186,4.1437
ME,H1,C,4,1734,65.63,2.746,0.5544,14.3443
RB,15m,C,2,1323,65.61,3.143,0.0343,1.2723
SF,15m,A,6,6017,65.61,4.3131,1.9091,261.9968
AL,5m,A,6,35500,65.59,2.2497,0.1599,74.3535
SE,30m,C,2,3044,65.57,3.2731,0.4676,12.0007
RB,H1,C,3,395,65.57,3.4146,0.0948,1.3656
VB,5m,C,4,18651,65.56,1.2454,0.0385,432.332
GLDRUBF,5m,C,3,16423,65.55,2.8723,0.0634,6.7364
USDRUBF,15m,C,4,6517,65.49,2.927,0.0997,2.7686
RN,30m,C,4,3569,65.48,2.6961,0.2416,13.0459
Eu,5m,C,3,16839,65.46,2.0851,0.0455,89.3959
SE,5m,A,4,18198,65.46,2.5903,0.2953,87.6513
RB,5m,A,6,3824,65.43,2.8251,0.0287,1.8229
W4,30m,A,3,2727,65.42,3.3006,0.5387,24.7584
PD,5m,A,8,37317,65.4,2.2807,0.1965,32.5413
RI,15m,C,4,6610,65.39,2.7124,0.1515,7.5995
NG,H1,C,4,1738,65.36,2.7265,0.6102,40.6945
PD,15m,C,2,6486,65.34,2.1944,0.1934,43.6928
HY,H1,C,4,1940,65.31,2.9198,0.462,16.3714
UC,15m,C,2,6197,65.31,2.5789,0.0494,14.8042
CR,15m,C,2,1342,65.28,2.7349,0.084,5.2433
LK,15m,C,4,7096,65.28,2.3204,0.1365,13.1482
EURRUBF,30m,C,3,3270,65.26,3.0004,0.1355,3.3057
GZ,5m,C,4,18807,65.25,1.7455,0.0673,171.9876
CR,30m,C,2,850,65.18,2.5923,0.1149,3.1623
HY,15m,A,6,12912,65.18,2.9834,0.3648,16.4199
TN,15m,C,4,3035,65.14,2.6528,0.2363,12.3523
TT,15m,C,4,3035,65.14,2.6528,0.2363,12.3523
NR,15m,A,4,2395,65.14,3.0271,0.3995,21.0337
MX,15m,C,4,6396,65.09,2.6827,0.138,9.3626
EURRUBF,5m,A,8,34225,65.09,2.8973,0.0883,3.3363
SBERF,30m,C,4,1854,65.05,2.8109,0.1779,17.0439
MC,15m,C,4,6457,65.05,2.6686,0.1371,9.3626
IB,H1,C,4,558,65.05,2.9568,0.5554,8.0038
RL,5m,A,6,3558,65.04,2.7825,0.1619,6.9086
ME,5m,A,6,31556,65.02,2.4332,0.218,23.7164
Si,15m,C,4,6201,65.02,2.4994,0.1013,6.5699
KC,15m,C,2,754,64.99,2.6587,0.1792,7.1565
PD,30m,C,4,3754,64.97,2.4995,0.3363,16.513
MM,5m,A,6,37497,64.93,2.0704,0.134,53.2636
VB,15m,C,6,7158,64.93,2.5181,0.2802,56.9859
RB,5m,A,8,3824,64.85,2.528,0.029,1.5476
GL,30m,C,4,3089,64.84,2.7411,0.2632,8.5213
NM,5m,A,6,36220,64.83,2.1972,0.1548,43.9717
GK,5m,C,3,17943,64.83,2.107,0.1023,121.4964
PT,30m,C,4,3739,64.83,2.5442,0.2698,12.5534
EURRUBF,15m,C,3,6855,64.81,2.9026,0.092,2.5733
SP,5m,A,6,11972,64.81,2.2835,0.3349,116.9664
MM,30m,C,4,3797,64.79,2.7713,0.2969,16.29
BR,5m,C,4,17833,64.76,1.9201,0.0802,165.5419
KC,30m,C,3,434,64.75,2.8891,0.2685,3.9768
GAZPF,15m,C,4,3441,64.75,2.5741,0.1715,5.5668
SN,30m,C,3,3655,64.73,2.5865,0.2921,14.3625
MY,30m,A,2,241,64.73,1.9955,0.2166,8.7957
BM,H1,C,3,714,64.71,3.0686,0.4722,8.25
MY,5m,A,3,51,64.71,1.7005,0.1883,4.3768
SBERF,15m,C,3,3510,64.7,2.6239,0.1075,9.0388
RN,5m,A,8,41171,64.7,2.2701,0.1326,26.2205
GD,15m,C,4,6316,64.66,2.5079,0.0832,7.6536
AL,30m,C,4,3709,64.63,2.9017,0.336,19.934
CR,H1,C,2,455,64.62,2.633,0.1678,3.761
RM,5m,C,4,15881,64.61,2.9342,0.108,21.0632
NM,30m,C,3,3625,64.61,2.7238,0.3083,8.8396
OJ,H1,C,3,446,64.57,2.6379,0.6734,15.6907
VI,H1,A,3,702,64.53,2.4671,1.0184,32.7024
CNYRUBF,15m,C,6,6567,64.52,2.3696,0.0964,10.2926
MG,H1,C,4,1781,64.51,2.7089,0.4396,12.4931
OJ,5m,A,6,4782,64.49,2.7677,0.3634,14.159
GLDRUBF,15m,C,4,5642,64.45,2.616,0.1113,5.3234
CH,H1,A,2,253,64.43,2.2404,0.6377,20.3988
NA,15m,C,4,7057,64.42,2.8515,0.1371,7.8438
SE,30m,C,3,3276,64.41,3.2581,0.497,11.5157
MN,5m,A,8,2461,64.4,2.8762,0.148,4.3646
NA,5m,C,3,18516,64.38,1.4825,0.0332,164.2435
SS,30m,C,4,3728,64.35,2.9818,0.5057,14.894
GD,5m,C,4,17465,64.34,2.1022,0.041,26.9359
UC,5m,A,6,15593,64.32,2.1367,0.0375,49.2669
Eu,30m,C,4,3234,64.32,2.6141,0.151,4.7937
TN,5m,A,8,12166,64.3,2.121,0.1357,56.2836
TT,5m,A,8,12166,64.3,2.121,0.1357,56.2836
MM,15m,C,2,7111,64.29,2.1063,0.1482,35.2035
MG,5m,A,4,28936,64.27,2.0175,0.1466,66.2946
IB,15m,C,4,2378,64.26,2.3734,0.2571,18.8213
BR,H1,C,4,1659,64.26,2.8443,0.3833,8.97
SN,30m,C,4,3918,64.22,2.443,0.2906,15.1072
CC,H1,C,4,782,64.19,2.2262,0.5267,32.5272
HS,5m,A,4,30349,64.18,1.6055,0.0952,59.9031
CE,5m,A,6,11265,64.16,1.9065,0.1128,26.0802
NG,5m,C,3,19204,64.16,1.3812,0.0805,1319.4472
PT,5m,A,8,37761,64.15,2.125,0.1456,155.8706
AF,30m,C,4,3770,64.14,2.6997,0.326,13.432
BR,15m,C,4,6499,64.13,2.437,0.17,41.5439
CNYRUBF,5m,C,6,18065,64.12,2.5843,0.0567,6.4415
GZ,15m,C,6,7122,64.11,2.0951,0.1636,16.4226
SN,5m,A,6,35071,64.1,2.0756,0.1554,34.901
BR,30m,C,4,3213,64.08,2.5493,0.2449,9.8465
MN,15m,C,2,696,64.08,3.0039,0.1425,3.072
KC,5m,A,8,3212,64.07,2.5381,0.1852,5.9404
ED,15m,C,4,6866,64.04,2.7585,0.0483,1.987
SS,5m,A,8,23399,64.02,2.2881,0.2871,46.2941
W4,15m,A,3,2643,63.98,2.8571,0.4413,29.8134
DX,15m,A,6,10645,63.96,2.8666,0.2474,10.7195
ME,30m,C,3,3596,63.93,2.5025,0.3445,14.2074
IMOEXF,5m,C,6,14271,63.93,2.5042,0.0723,5.4131
GL,15m,C,3,6022,63.92,2.1754,0.1504,17.3455
KC,15m,C,3,823,63.91,2.3583,0.1737,8.2699
FF,H1,A,2,72,63.89,2.1722,0.6162,11.2137
BM,5m,A,8,12455,63.87,2.0687,0.1701,32.1633
SE,30m,C,4,3450,63.83,3.0621,0.4975,13.6364
HY,5m,A,4,16446,63.83,1.9652,0.1619,42.1907
MX,5m,C,4,17492,63.82,1.5546,0.0383,233.2112
MC,5m,C,4,17649,63.82,1.56,0.0385,233.2112
CC,5m,C,4,9836,63.75,1.45,0.105,243.9971
RB,15m,C,3,1404,63.75,2.6804,0.0348,1.3166
IMOEXF,15m,C,6,5454,63.75,2.358,0.1164,7.2921
HS,H1,C,3,1831,63.74,2.1596,0.2533,14.6334
RB,30m,C,4,786,63.74,2.4768,0.054,1.8979
SS,15m,C,3,7414,63.65,2.2959,0.3229,23.1798
SP,5m,A,8,11972,63.64,2.1725,0.3456,50.3935
AF,5m,A,8,34580,63.63,2.0889,0.1729,38.6649
VI,5m,B,8,492,63.62,2.2856,0.9425,62.4702
VI,30m,A,3,723,63.62,2.1355,0.8569,37.314
AL,5m,A,8,35500,63.58,2.0429,0.154,51.2026
RL,5m,A,8,3558,63.58,2.4206,0.1631,10.5767
Eu,15m,C,4,6194,63.56,2.3262,0.0993,9.2307
ME,5m,A,8,31555,63.56,2.2296,0.2193,44.2771
CC,15m,C,6,3868,63.55,1.9549,0.2985,72.2412
VI,15m,A,2,754,63.53,2.1138,0.6345,50.8268
Si,5m,C,6,19241,63.52,2.006,0.048,35.0022
SR,15m,C,6,7230,63.51,2.2145,0.1448,12.5348
NM,15m,C,2,7033,63.5,2.2679,0.1803,24.9137
USDRUBF,15m,C,6,7163,63.48,2.3533,0.0923,4.9073
NM,5m,A,8,36219,63.45,2.08,0.1585,40.941
YD,5m,C,3,10882,63.45,1.4288,0.0555,158.2594
CE,H1,C,3,1028,63.42,2.3552,0.2818,11.2175
NG,15m,C,4,7175,63.41,2.2228,0.2826,74.9481
W4,15m,A,4,2643,63.41,2.9311,0.463,18.7527
SV,5m,C,6,20840,63.34,2.1918,0.0997,24.4241
MY,H1,A,3,349,63.32,2.2917,0.2944,7.5388
GK,5m,C,4,18918,63.31,2.0042,0.1035,114.4433
MM,5m,A,8,37497,63.31,2.0007,0.1408,54.8576
ED,5m,C,4,18891,63.25,2.1061,0.0226,6.5053
GLDRUBF,5m,C,4,17659,63.25,2.4085,0.0586,7.9307
USDRUBF,5m,C,6,21289,63.25,2.5019,0.0529,5.1668
OJ,30m,C,2,799,63.2,2.3768,0.3803,10.5723
EURRUBF,30m,C,4,3518,63.16,2.5361,0.1245,4.1225
GK,15m,C,6,7852,63.16,2.186,0.2188,179.2949
CR,H1,C,4,510,63.14,2.2467,0.1688,4.6851
SV,15m,C,6,7782,63.13,2.1164,0.166,15.4973
SF,5m,A,3,8137,63.12,0.931,-0.1295,2848.5706
RN,15m,C,3,7204,63.12,2.1868,0.1384,19.1046
SE,5m,A,6,18198,63.07,2.267,0.2888,113.8113
SR,5m,C,6,21074,63.06,1.4916,0.0446,263.3402
RB,5m,C,3,2566,63.06,2.5065,0.0184,1.9648
NM,30m,C,4,3888,63.04,2.6276,0.3231,12.115
TN,15m,C,6,3262,63.03,2.4769,0.2314,18.1398
W4,15m,A,6,2643,63.03,2.5903,0.4521,26.7671
TT,15m,C,6,3262,63.03,2.4769,0.2314,18.1398
AL,15m,C,3,7616,63.01,2.3282,0.2096,24.6265
UC,15m,C,3,6594,63.0,2.4071,0.0494,8.1127
PT,15m,C,3,7390,62.99,2.1631,0.1607,26.6247
HS,30m,C,2,3775,62.97,2.1492,0.2056,12.2274
OJ,15m,C,2,1412,62.96,2.4959,0.3055,9.5877
X5,15m,C,2,197,62.94,1.2613,0.0791,25.757
IB,5m,C,3,6595,62.93,1.1073,0.0199,285.1018
OJ,5m,A,8,4781,62.87,2.3561,0.343,17.2153
MY,H1,A,2,350,62.86,2.2963,0.2813,10.2795
UC,5m,A,8,15593,62.84,2.0519,0.038,23.4621
VB,5m,C,6,20505,62.83,1.2801,0.0503,557.3242
X5,30m,B,3,156,62.82,2.1644,0.3889,12.3949
CE,5m,A,8,11265,62.81,1.778,0.1104,42.9173
NR,15m,A,6,2395,62.8,2.5489,0.3826,20.5955
SS,15m,C,4,7786,62.78,2.2085,0.3177,31.4553
HS,H1,C,4,1932,62.78,1.9574,0.2318,15.0227
Si,15m,C,6,6923,62.76,1.9933,0.0874,10.1782
MY,5m,A,8,51,62.75,1.6589,0.2388,10.6914
Eu,5m,C,4,18321,62.75,1.8633,0.0419,85.7723
RM,15m,C,6,7351,62.7,2.5957,0.1745,5.9655
YD,15m,C,6,4516,62.69,2.5804,0.2579,10.3275
AF,15m,C,3,7616,62.67,2.0994,0.1995,19.566
LK,15m,C,6,7847,62.66,2.0488,0.1324,12.3251
RI,5m,C,6,19533,62.64,2.0982,0.0746,48.0982
CR,H1,C,3,487,62.63,2.2705,0.1577,4.4414
VI,15m,B,4,634,62.62,2.0627,0.809,57.0207
SF,H1,C,2,882,62.59,3.5685,0.9406,29.2035
DX,5m,A,3,11050,62.59,1.5794,0.0791,28.2002
MX,15m,C,6,7139,62.57,2.2218,0.1241,8.865
MG,30m,C,2,3452,62.57,2.5398,0.2595,13.9199
MC,15m,C,6,7211,62.52,2.2169,0.1235,8.865
VI,30m,A,4,723,62.52,2.1327,0.904,57.1237
CH,15m,A,3,56,62.5,1.6056,0.2694,13.1025
RB,15m,C,4,1461,62.49,2.6212,0.0383,1.3046
X5,5m,A,6,650,62.46,1.3995,0.1068,27.6025
YD,5m,C,4,11598,62.42,1.4363,0.0582,139.2359
SN,15m,C,2,7090,62.37,1.9472,0.1543,26.6781
SE,15m,C,2,6080,62.34,2.6326,0.3074,23.5304
PD,15m,C,3,7207,62.3,1.957,0.1792,43.1823
RN,15m,C,4,7743,62.3,2.133,0.1448,15.5962
MN,15m,C,3,745,62.28,2.2189,0.1242,4.6324
GZ,5m,C,6,20991,62.28,1.5731,0.0612,125.8488
HS,5m,A,6,30349,62.27,1.5435,0.0959,67.518
CH,15m,B,4,53,62.26,4.6268,0.8286,4.6098
CE,H1,C,4,1089,62.26,2.2187,0.2782,8.3404
CNYRUBF,5m,C,8,19223,62.25,2.1888,0.053,6.8418
MY,30m,A,3,241,62.24,2.2536,0.2975,6.2984
BM,30m,C,3,1530,62.22,2.7028,0.291,8.46
SF,5m,A,4,8137,62.22,1.0001,0.0002,2114.3068
IB,30m,C,4,1093,62.21,2.2962,0.3126,14.1618
RB,5m,C,4,2668,62.18,2.3636,0.0189,2.9106
NA,15m,C,6,7883,62.17,2.4201,0.1306,5.9445
KC,30m,C,4,460,62.17,2.2944,0.2289,5.2871
BM,H1,C,4,758,62.14,2.6941,0.459,9.0058
NR,5m,A,3,2321,62.13,2.0477,0.1705,29.3068
VI,15m,B,6,633,62.09,2.1233,0.8855,56.3797
ME,15m,C,2,6743,62.09,2.1309,0.1993,21.4756
SN,5m,A,8,35071,62.09,1.8868,0.1488,49.0278
OJ,H1,C,4,480,62.08,2.3457,0.6407,20.3974
SP,H1,C,3,1271,62.08,1.7386,0.5555,101.7413
RM,5m,C,6,17022,62.03,2.403,0.102,34.8435
SP,15m,C,2,3063,62.03,1.6297,0.2508,214.6755
NG,5m,C,4,20584,61.99,1.3061,0.069,1421.3853
GAZPF,15m,C,6,3854,61.99,2.0899,0.1528,8.995
SF,H1,C,4,1002,61.98,2.7879,0.77,18.2505
CR,15m,C,3,1488,61.96,2.16,0.0726,4.9579
SBERF,15m,C,4,3795,61.95,2.2691,0.099,9.1137
MG,5m,A,6,28936,61.94,1.8704,0.1492,62.3665
NA,5m,C,4,20099,61.94,1.471,0.0336,130.7381
BM,15m,C,2,2696,61.94,2.4259,0.1867,11.6691
UC,15m,C,4,6902,61.88,2.2298,0.0473,9.9368
HY,30m,C,2,3827,61.88,2.3476,0.2629,15.959
KC,15m,C,4,871,61.88,2.1982,0.1727,10.9963
AL,15m,C,4,8096,61.82,2.2335,0.2113,14.7883
TN,5m,C,3,7263,61.81,1.2418,0.0323,153.571
CR,5m,C,3,3142,61.81,2.3854,0.0473,3.2564
TT,5m,C,3,7263,61.81,1.2418,0.0323,153.571
DX,H1,C,2,1657,61.8,2.2271,0.2073,16.8971
DX,5m,A,4,11050,61.79,1.5939,0.0865,35.4
SV,5m,C,8,22188,61.76,1.989,0.097,24.5026
CC,5m,C,6,10856,61.76,1.4895,0.1155,202.9499
SE,5m,A,8,18198,61.76,2.1439,0.291,135.3505
HY,5m,A,6,16446,61.75,1.8735,0.1679,60.2879
GL,15m,C,4,6479,61.74,2.1323,0.1519,13.3338
IMOEXF,5m,C,8,15190,61.74,2.1451,0.0682,7.5095
SP,H1,C,2,1171,61.74,1.7084,0.4905,146.5139
GAZPF,5m,C,3,10105,61.65,2.4126,0.0828,5.2299
CH,30m,A,2,159,61.64,1.4137,0.2858,25.6082
MM,15m,C,3,7769,61.63,1.874,0.137,43.012
EURRUBF,15m,C,4,7327,61.62,2.3643,0.0837,2.6747
SS,5m,C,3,13836,61.6,1.5252,0.1151,231.691
ME,30m,C,4,3870,61.58,2.2848,0.3342,13.8448
W4,5m,B,6,1272,61.56,3.1884,0.4887,12.4779
MN,30m,C,2,372,61.56,2.3936,0.1547,2.6522
ED,15m,C,6,7630,61.49,2.2362,0.0442,2.3962
RI,15m,C,6,7315,61.48,2.156,0.1364,8.5016
GLDRUBF,15m,C,6,6249,61.43,2.1373,0.1027,6.683
HS,30m,C,3,4078,61.43,2.0878,0.2102,14.1548
Si,5m,C,8,20880,61.42,1.7673,0.0435,24.5501
W4,5m,B,3,1272,61.4,3.4323,0.4975,16.8853
BM,30m,C,4,1626,61.38,2.397,0.2803,11.1231
AF,15m,C,4,8116,61.36,1.9429,0.1878,27.7872
SF,H1,C,3,942,61.36,2.9409,0.8091,22.6558
CH,H1,A,4,251,61.35,1.8171,0.4829,15.9664
SF,30m,C,2,1995,61.35,2.4013,0.7509,90.9712
SP,30m,C,3,2068,61.32,1.7217,0.3819,178.5519
GD,15m,C,6,7170,61.32,1.9862,0.0728,14.9857
VI,15m,A,3,754,61.27,2.0708,0.6896,35.7231
VI,5m,B,3,493,61.26,3.1631,0.9773,12.0078
BR,5m,C,6,20094,61.25,1.7041,0.0729,147.2454
X5,5m,A,8,650,61.23,1.3282,0.0797,27.1115
NR,5m,A,4,2321,61.22,1.9967,0.1798,27.1967
MN,H1,C,2,214,61.21,2.298,0.2206,6.0173
X5,15m,C,4,214,61.21,1.0714,0.0232,21.749
VB,5m,C,8,21764,61.18,1.306,0.0566,429.7862
CH,30m,A,4,157,61.15,1.5102,0.3213,14.6514
NG,15m,C,6,7990,61.08,1.8548,0.2371,51.8676
CR,5m,C,4,3361,61.08,2.1601,0.0457,4.0487
USDRUBF,5m,C,8,22612,61.06,2.1155,0.0494,6.8184
TT,5m,C,4,7637,61.03,1.2378,0.0331,151.0126
TN,5m,C,4,7637,61.03,1.2378,0.0331,151.0126
DX,H1,C,3,1790,61.01,2.5061,0.2407,15.7782
W4,5m,B,8,1272,61.01,3.0216,0.5063,19.6434
VI,5m,B,6,492,60.98,2.1179,0.8048,65.6466
GD,5m,C,6,19842,60.96,1.7934,0.037,17.6391
W4,5m,B,4,1272,60.93,3.5451,0.5118,8.6135
GK,5m,C,6,20370,60.92,1.8968,0.1058,64.0043
LK,5m,C,3,21019,60.91,1.603,0.0439,63.4738
MX,5m,C,6,19762,60.91,1.5115,0.0389,155.7419
MC,5m,C,6,19933,60.91,1.5128,0.0389,155.7419
SR,5m,C,8,22776,60.9,1.3681,0.0387,282.287
PD,15m,C,4,7751,60.88,1.9251,0.1882,26.4011
FF,H1,B,2,69,60.87,3.842,1.0621,5.8659
PT,15m,C,4,7949,60.83,1.9953,0.1535,20.1956
HS,5m,A,8,30349,60.83,1.479,0.0912,103.0844
MM,15m,C,4,8312,60.83,1.7732,0.1334,27.4615
DX,H1,C,4,1886,60.82,2.2274,0.2245,18.2839
RL,H1,C,4,245,60.82,2.2164,0.3088,8.4781
GLDRUBF,5m,C,6,19561,60.81,1.9627,0.0527,5.9421
UC,5m,C,3,9683,60.81,1.4709,0.0161,64.9338
RB,5m,C,6,2790,60.79,2.0878,0.0196,2.4492
MY,5m,A,6,51,60.78,1.6555,0.2257,8.0329
MY,5m,A,4,51,60.78,1.2374,0.0782,6.6281
RL,30m,C,2,385,60.78,2.5087,0.2194,6.3691
CH,H1,B,4,232,60.78,2.5513,0.8482,12.8902
W4,H1,C,4,1705,60.76,2.3187,0.3861,20.698
SE,15m,C,4,6850,60.7,2.2204,0.3018,20.3764
NM,15m,C,3,7713,60.64,1.8933,0.1525,40.2909
SE,15m,C,3,6529,60.62,2.289,0.2912,30.5448
W4,5m,A,6,1454,60.59,2.0022,0.2739,11.9435
MG,5m,A,8,28936,60.56,1.7041,0.1386,66.1628
BM,15m,C,3,2966,60.52,2.0669,0.17,12.1525
SS,15m,C,6,8342,60.51,1.9773,0.305,25.8825
CR,30m,C,4,982,60.49,1.9297,0.097,3.0906
ME,15m,C,3,7395,60.47,1.9554,0.1916,24.9029
CC,5m,C,8,11506,60.46,1.3418,0.0933,320.1356
SP,15m,C,3,3312,60.45,1.7137,0.2909,141.4351
HS,30m,C,4,4349,60.43,1.9225,0.1962,25.5438
RB,5m,C,8,2871,60.4,1.9173,0.0195,2.4078
HY,5m,A,8,16446,60.39,1.7393,0.1636,48.8583
AL,15m,C,6,8839,60.38,1.9744,0.198,26.5478
CH,15m,B,6,53,60.38,5.2091,0.8303,4.84
SP,H1,C,4,1355,60.37,1.5373,0.473,185.8865
GZ,5m,C,8,22585,60.35,1.5028,0.0594,131.0933
VI,15m,A,4,754,60.34,1.7846,0.5869,43.1974
SP,30m,C,4,2196,60.29,1.6115,0.3705,157.5441
CR,30m,C,3,924,60.28,2.0475,0.1,4.2776
X5,30m,B,4,156,60.26,2.0372,0.2897,12.7959
X5,30m,B,2,156,60.26,2.4447,0.4196,12.6039
Eu,15m,C,6,6923,60.26,1.8801,0.0868,9.7363
W4,5m,A,4,1454,60.25,2.0741,0.2744,12.2748
RB,15m,C,6,1537,60.25,2.1446,0.0352,1.3704
OJ,30m,C,3,855,60.23,1.9683,0.3399,16.535
SS,5m,C,4,14587,60.23,1.4866,0.1161,179.3553
YD,5m,C,6,12662,60.2,1.42,0.0605,112.0464
W4,5m,A,3,1454,60.18,1.9157,0.2383,28.0857
CE,30m,C,2,1871,60.18,1.9356,0.1587,29.2365
GAZPF,5m,C,4,10858,60.18,2.092,0.0767,7.26
BR,15m,C,6,7294,60.15,2.0339,0.1536,20.0563
EURRUBF,5m,C,3,18003,60.15,2.5196,0.0462,2.2061
RM,5m,C,8,17840,60.15,2.0954,0.0961,30.6137
W4,H1,C,3,1654,60.04,2.1003,0.3353,25.3459
X5,15m,C,3,205,60.0,0.9239,-0.0354,40.0686
AF,15m,C,6,8837,59.99,1.7932,0.1804,18.1552
MG,30m,C,3,3757,59.99,2.0655,0.2228,12.2048
SF,5m,A,6,8137,59.97,0.9584,-0.0864,3133.8552
NR,5m,A,8,2319,59.94,1.742,0.1803,23.4885
RN,15m,C,6,8504,59.92,1.777,0.1218,15.1925
ED,5m,C,6,20691,59.91,1.8869,0.0215,4.9072
OJ,30m,C,4,899,59.84,1.8649,0.3446,15.2916
GL,5m,C,3,17192,59.84,0.8308,-0.0246,554.5423
CR,15m,C,4,1583,59.82,1.8164,0.0645,9.3847
SBERF,15m,C,6,4164,59.8,1.884,0.0896,8.8106
NA,5m,C,6,22430,59.78,1.4657,0.0355,67.8578
RI,5m,C,8,21024,59.77,1.8319,0.0683,33.5397
IB,5m,C,4,7134,59.73,1.0682,0.0134,317.7864
RL,H1,C,3,226,59.73,2.2816,0.2928,9.772
MX,5m,C,8,21424,59.71,1.4627,0.0393,119.0367
MC,5m,C,8,21601,59.7,1.4636,0.0393,119.0367
CE,30m,C,3,2034,59.69,1.9821,0.1776,16.1202
W4,H1,C,2,1585,59.68,1.9254,0.2833,44.2176
MN,5m,C,3,1452,59.64,2.5935,0.0859,3.1486
TT,5m,C,6,8178,59.64,1.3032,0.0435,106.2598
TN,5m,C,6,8178,59.64,1.3032,0.0435,106.2598
VI,15m,B,3,634,59.62,2.4947,0.9051,71.336
Eu,5m,C,6,20526,59.62,1.6268,0.0377,72.0075
NM,15m,C,4,8220,59.6,1.8378,0.1559,22.458
SF,30m,C,3,2118,59.58,2.156,0.5948,82.0984
